date,weather,dealer_orders,dtc_orders,total_orders,purchase_orders_received,purchase_units_received,purchase_orders_created,purchase_units_ordered,total_on_hand_units,total_available_units,out_of_stock_skus,sales_orders,customer_count,booked_revenue,requested_units,fulfilled_units,backordered_units,fulfilled_revenue,service_level,backorder_rate
2024-08-26,Sunny,22,11,33,1,62,0,0,6360,6360,35,33,16,695851.47,212,141,71,469009.4,0.6650943396226415,0.33490566037735847
2024-08-27,Sunny,25,10,35,1,60,3,184,6266,6266,36,35,20,690071.9,225,154,71,468675.78,0.6844444444444444,0.31555555555555553
2024-08-28,Sunny,22,11,33,0,0,4,249,6107,6107,38,33,15,756898.57,241,159,82,499810.63,0.6597510373443983,0.34024896265560167
2024-08-29,Sunny,22,11,33,2,125,0,0,6101,6101,39,33,15,662549.35,212,131,81,420284.25,0.6179245283018868,0.38207547169811323
2024-08-30,Sunny,17,12,29,1,61,1,60,6046,6046,40,29,16,462898.3,148,116,32,364480.78,0.7837837837837838,0.21621621621621623
2024-08-31,Sunny,6,15,21,0,0,2,121,5995,5995,40,21,7,262355.6,79,51,28,173360.31,0.6455696202531646,0.35443037974683544
2024-09-01,Sunny,1,13,14,2,121,1,60,6097,6097,38,14,2,83139.66,21,19,2,74541.66,0.9047619047619048,0.09523809523809523
2024-09-02,Sunny,18,9,27,1,61,1,61,6052,6052,39,27,14,531184.51,175,106,69,315536.59,0.6057142857142858,0.3942857142857143
2024-09-03,Sunny,22,8,30,1,60,0,0,5943,5943,39,30,16,685430.07,225,169,56,520364.07,0.7511111111111111,0.24888888888888888
2024-09-04,Sunny,21,8,29,1,61,2,121,5891,5891,41,29,17,538077.63,169,113,56,367681.73,0.6686390532544378,0.33136094674556216
2024-09-05,Sunny,17,8,25,1,60,2,129,5847,5847,42,25,15,512979.69,161,104,57,327026.67,0.6459627329192547,0.35403726708074534
2024-09-06,Sunny,17,11,28,1,60,0,0,5794,5794,43,28,13,552802.4,174,113,61,351548.81,0.6494252873563219,0.3505747126436782
2024-09-07,Sunny,6,14,20,0,0,1,60,5755,5755,44,20,7,231184.33000000002,68,39,29,141470.77,0.5735294117647058,0.4264705882352941
2024-09-08,Sunny,2,12,14,1,60,1,60,5800,5800,43,14,3,80169.34,23,15,8,54084.9,0.6521739130434783,0.34782608695652173
2024-09-09,Sunny,20,9,29,2,120,1,67,5805,5805,46,29,18,561032.81,178,115,63,364986.66,0.6460674157303371,0.3539325842696629
2024-09-10,Sunny,20,9,29,1,60,2,120,5733,5733,46,29,14,550055.6900000001,172,132,40,403850.17,0.7674418604651163,0.23255813953488372
2024-09-11,Sunny,20,10,30,1,62,0,0,5691,5691,49,30,16,559633.21,186,104,82,306348.51,0.5591397849462365,0.44086021505376344
2024-09-12,Sunny,18,9,27,4,246,1,61,5829,5829,47,27,17,587541.69,192,108,84,340353.38,0.5625,0.4375
2024-09-13,Sunny,17,10,27,0,0,2,124,5750,5750,49,27,15,511351.75,164,79,85,251104.12,0.4817073170731707,0.5182926829268293
2024-09-14,Sunny,5,13,18,0,0,0,0,5724,5724,49,18,6,204127.06,59,26,33,95436.39,0.4406779661016949,0.559322033898305
2024-09-15,Sunny,2,11,13,1,64,0,0,5774,5774,48,13,3,103771.08,29,14,15,55668.28,0.4827586206896552,0.5172413793103449
2024-09-16,Sunny,18,8,26,1,60,0,0,5746,5746,49,26,14,388650.47,124,88,36,277593.77,0.7096774193548387,0.2903225806451613
2024-09-17,Sunny,20,9,29,2,125,5,310,5747,5747,47,29,16,569274.64,182,124,58,398345.46,0.6813186813186813,0.31868131868131866
2024-09-18,Sunny,21,8,29,2,120,2,124,5736,5736,45,29,16,643060.41,230,131,99,363498.95,0.5695652173913044,0.43043478260869567
2024-09-19,Sunny,19,9,28,3,189,2,127,5807,5807,43,28,16,666422.87,214,118,96,373543.15,0.5514018691588785,0.4485981308411215
2024-09-20,Sunny,16,11,27,0,0,6,364,5704,5704,43,27,12,496584.52999999997,154,103,51,331836.96,0.6688311688311688,0.33116883116883117
2024-09-21,Sunny,5,15,20,0,0,2,120,5672,5672,43,20,6,193706.63999999998,52,32,20,125380.68,0.6153846153846154,0.38461538461538464
2024-09-22,Sunny,2,11,13,1,66,0,0,5718,5718,42,13,3,137686.49,37,20,17,77318.7,0.5405405405405406,0.4594594594594595
2024-09-23,Sunny,20,9,29,0,0,2,122,5598,5598,44,29,16,538955.3200000001,170,120,50,385687.3,0.7058823529411765,0.29411764705882354
2024-09-24,Sunny,21,8,29,1,60,2,120,5518,5518,46,29,16,591865.29,199,140,59,403715.43,0.7035175879396985,0.2964824120603015
2024-09-25,Sunny,20,10,30,4,245,1,63,5670,5670,43,30,14,601348.0700000001,191,93,98,301981.63,0.4869109947643979,0.5130890052356021
2024-09-26,Sunny,17,9,26,2,126,3,184,5683,5683,42,26,11,499427.31,161,113,48,358279.69,0.7018633540372671,0.2981366459627329
2024-09-27,Sunny,17,11,28,2,122,1,61,5733,5733,41,28,14,389857.6,137,72,65,226241.03,0.5255474452554745,0.4744525547445255
2024-09-28,Sunny,5,12,17,1,62,1,60,5738,5738,40,17,6,234911.91999999998,70,57,13,197246.8,0.8142857142857143,0.18571428571428572
2024-09-29,Sunny,2,11,13,1,60,1,61,5783,5783,40,13,2,122452.46,30,15,15,63680.04,0.5,0.5
2024-09-30,Sunny,18,7,25,1,60,3,184,5714,5714,41,25,16,596207.55,189,129,60,409036.69,0.6825396825396826,0.31746031746031744
2024-10-01,Sunny,15,7,22,1,60,1,64,5664,5664,44,22,11,468227.11,149,110,39,337506.74,0.738255033557047,0.26174496644295303
2024-10-02,Sunny,18,8,26,1,61,3,183,5626,5626,45,26,15,576401.05,189,99,90,305062.56,0.5238095238095238,0.47619047619047616
2024-10-03,Sunny,11,7,18,3,182,1,63,5744,5744,42,18,11,426238.04000000004,133,64,69,196534.54,0.48120300751879697,0.518796992481203
2024-10-04,Sunny,15,10,25,1,64,1,61,5702,5702,42,25,12,488896.24,146,106,40,365571.44,0.726027397260274,0.273972602739726
2024-10-05,Sunny,4,12,16,1,60,0,0,5733,5733,43,16,5,187777.38,56,29,27,104120.15,0.5178571428571429,0.48214285714285715
2024-10-06,Sunny,1,10,11,3,183,1,60,5895,5895,42,11,2,102561.45999999999,24,21,3,90764.45999999999,0.875,0.125
2024-10-07,Sunny,15,7,22,5,305,1,61,6110,6110,39,22,14,445811.32,127,90,37,332300.73,0.7086614173228346,0.29133858267716534
2024-10-08,Sunny,18,7,25,3,189,1,63,6178,6178,37,25,15,574323.59,183,121,62,391583.41,0.6612021857923497,0.33879781420765026
2024-10-09,Sunny,18,7,25,1,61,0,0,6132,6132,37,25,14,526646.5,167,107,60,338057.76,0.6407185628742516,0.3592814371257485
2024-10-10,Sunny,16,8,24,2,122,0,0,6171,6171,36,24,15,379695.07,119,83,36,261091.44,0.6974789915966386,0.3025210084033613
2024-10-11,Sunny,12,9,21,0,0,1,61,6104,6104,38,21,10,356084.52,110,67,43,223654.94,0.6090909090909091,0.39090909090909093
2024-10-12,Sunny,5,11,16,0,0,0,0,6067,6067,38,16,6,203389.05,60,37,23,125642.81,0.6166666666666667,0.38333333333333336
2024-10-13,Sunny,1,11,12,1,64,0,0,6118,6118,37,12,2,86206.66,20,13,7,57508.9,0.65,0.35
2024-10-14,Sunny,16,7,23,2,122,2,123,6149,6149,36,23,14,396507.57,126,91,35,279868.2,0.7222222222222222,0.2777777777777778
2024-10-15,Sunny,15,7,22,4,244,2,122,6300,6300,35,22,16,379597.58999999997,126,93,33,274300.02,0.7380952380952381,0.2619047619047619
2024-10-16,Sunny,16,7,23,4,243,1,60,6458,6458,32,23,14,409396.36,132,85,47,262101.96,0.6439393939393939,0.3560606060606061
2024-10-17,Sunny,16,8,24,2,123,5,308,6462,6462,32,24,13,560899.24,179,119,60,371913.65,0.664804469273743,0.33519553072625696
2024-10-18,Sunny,16,9,25,0,0,0,0,6341,6341,34,25,15,535835.27,165,121,44,396304.06,0.7333333333333333,0.26666666666666666
2024-10-19,Sunny,4,9,13,0,0,1,60,6311,6311,35,13,5,161561.95,46,30,16,108173.4,0.6521739130434783,0.34782608695652173
2024-10-20,Sunny,1,10,11,0,0,0,0,6300,6300,35,11,2,72124.36,19,11,8,48781.84,0.5789473684210527,0.42105263157894735
2024-10-21,Sunny,17,8,25,3,184,1,61,6391,6391,33,25,13,495450.75,156,93,63,294189.0,0.5961538461538461,0.40384615384615385
2024-10-22,Sunny,17,7,24,4,249,4,246,6522,6522,32,24,16,501535.92,166,118,48,355278.45,0.7108433734939759,0.2891566265060241
2024-10-23,Sunny,15,8,23,1,60,2,122,6491,6491,32,23,11,412743.26999999996,133,91,42,283630.53,0.6842105263157895,0.3157894736842105
2024-10-24,Sunny,12,8,20,1,60,2,122,6475,6475,32,20,11,406481.56,123,76,47,254162.34,0.6178861788617886,0.3821138211382114
2024-10-25,Sunny,12,8,20,1,60,1,62,6461,6461,31,20,10,321283.61,99,74,25,247927.44,0.7474747474747475,0.25252525252525254
2024-10-26,Sunny,4,11,15,1,60,1,61,6480,6480,31,15,5,178439.76,52,41,11,138977.21,0.7884615384615384,0.21153846153846154
2024-10-27,Sunny,2,10,12,1,61,1,60,6517,6517,30,12,3,120013.66,37,24,13,77870.32,0.6486486486486487,0.35135135135135137
2024-10-28,Sunny,17,7,24,0,0,4,243,6398,6398,31,24,15,510039.01,164,119,45,363330.37,0.725609756097561,0.27439024390243905
2024-10-29,Sunny,15,6,21,2,121,3,184,6426,6426,33,21,15,438845.68,140,93,47,291228.26,0.6642857142857143,0.3357142857142857
2024-10-30,Sunny,17,7,24,2,129,1,60,6460,6460,32,24,14,470423.98,152,95,57,290946.22000000003,0.625,0.375
2024-10-31,Sunny,17,8,25,0,0,1,62,6384,6384,32,25,16,426413.43,134,76,58,245960.77,0.5671641791044776,0.43283582089552236
2024-11-01,Sunny,15,10,25,1,60,2,120,6357,6357,34,25,13,487914.39,159,87,72,277484.11,0.5471698113207547,0.4528301886792453
2024-11-02,Sunny,4,11,15,0,0,0,0,6335,6335,34,15,4,137876.6,35,22,13,92029.8,0.6285714285714286,0.37142857142857144
2024-11-03,Sunny,2,12,14,1,67,0,0,6389,6389,33,14,3,149123.16,42,13,29,55026.94,0.30952380952380953,0.6904761904761905
2024-11-04,Sunny,17,8,25,1,60,2,120,6344,6344,32,25,15,468687.68,156,105,51,315701.65,0.6730769230769231,0.3269230769230769
2024-11-05,Sunny,17,8,25,0,0,2,122,6255,6255,34,25,15,496727.27,163,89,74,263619.85,0.5460122699386503,0.4539877300613497
2024-11-06,Sunny,16,7,23,1,61,1,60,6231,6231,34,23,11,362576.52,119,85,34,254253.49,0.7142857142857143,0.2857142857142857
2024-11-07,Sunny,15,9,24,2,124,1,62,6258,6258,34,24,13,393877.09,123,97,26,310252.64,0.7886178861788617,0.21138211382113822
2024-11-08,Sunny,15,9,24,0,0,0,0,6182,6182,35,24,15,471855.45999999996,145,76,69,253240.35,0.5241379310344828,0.47586206896551725
2024-11-09,Sunny,5,12,17,0,0,0,0,6152,6152,37,17,6,156697.78,49,30,19,99615.32,0.6122448979591837,0.3877551020408163
2024-11-10,Sunny,1,11,12,0,0,1,60,6138,6138,37,12,2,73472.04000000001,19,14,5,49277.04,0.7368421052631579,0.2631578947368421
2024-11-11,Sunny,17,7,24,5,310,3,182,6337,6337,35,24,15,489228.5,156,111,45,352164.24,0.7115384615384616,0.28846153846153844
2024-11-12,Sunny,21,7,28,2,124,2,125,6353,6353,34,28,16,470512.58,152,108,44,333790.76,0.7105263157894737,0.2894736842105263
2024-11-13,Sunny,20,8,28,2,127,1,61,6355,6355,34,28,16,564859.08,183,125,58,390386.54,0.6830601092896175,0.31693989071038253
2024-11-14,Sunny,18,8,26,6,364,2,122,6592,6592,31,26,16,529608.4,168,127,41,396701.83,0.7559523809523809,0.24404761904761904
2024-11-15,Sunny,17,10,27,2,120,2,121,6592,6592,32,27,16,515013.1,162,120,42,384459.58,0.7407407407407407,0.25925925925925924
2024-11-16,Sunny,4,11,15,0,0,0,0,6559,6559,32,15,5,143775.96,41,33,8,111402.06,0.8048780487804879,0.1951219512195122
2024-11-17,Sunny,1,11,12,2,122,0,0,6669,6669,30,12,2,78376.04000000001,19,12,7,54580.76,0.631578947368421,0.3684210526315789
2024-11-18,Sunny,17,7,24,2,120,1,64,6711,6711,31,24,16,415334.63,134,78,56,238668.82,0.582089552238806,0.417910447761194
2024-11-19,Sunny,19,7,26,1,63,3,184,6667,6667,30,26,14,549564.23,176,107,69,346791.12,0.6079545454545454,0.39204545454545453
2024-11-20,Sunny,19,8,27,3,184,0,0,6734,6734,27,27,15,539887.09,173,117,56,357094.92,0.6763005780346821,0.3236994219653179
2024-11-21,Sunny,14,8,22,1,61,1,61,6704,6704,27,22,13,443310.57,146,91,55,276933.09,0.6232876712328768,0.3767123287671233
2024-11-22,Sunny,16,9,25,1,60,4,246,6658,6658,28,25,13,443771.08,140,106,34,335098.51,0.7571428571428571,0.24285714285714285
2024-11-23,Sunny,5,12,17,1,61,1,60,6671,6671,28,17,5,229813.2,65,48,17,161786.46,0.7384615384615385,0.26153846153846155
2024-11-24,Sunny,1,12,13,3,184,0,0,6836,6836,26,13,2,90137.8,22,19,3,77096.42,0.8636363636363636,0.13636363636363635
2024-11-25,Sunny,19,8,27,1,64,0,0,6759,6759,28,27,17,531629.99,174,141,33,431854.66,0.8103448275862069,0.1896551724137931
2024-11-26,Sunny,19,8,27,3,183,1,63,6818,6818,25,27,17,534246.8,162,124,38,402043.22,0.7654320987654321,0.2345679012345679
2024-11-27,Sunny,16,8,24,1,63,2,120,6738,6738,25,24,12,523269.15,172,143,29,426026.3,0.8313953488372093,0.1686046511627907
2024-11-28,Sunny,16,8,24,1,61,0,0,6671,6671,25,24,13,441347.22,149,128,21,375152.92,0.8590604026845637,0.14093959731543623
2024-11-29,Sunny,13,10,23,0,0,1,61,6587,6587,27,23,11,376206.36,113,84,29,275885.46,0.7433628318584071,0.25663716814159293
2024-11-30,Sunny,4,13,17,1,60,2,127,6603,6603,26,17,5,204475.62,57,44,13,153989.58000000002,0.7719298245614035,0.22807017543859648
2024-12-01,Sunny,1,7,8,1,61,0,0,6648,6648,25,8,2,72669.8,18,16,2,62871.8,0.8888888888888888,0.1111111111111111
2024-12-02,Sunny,13,6,19,1,63,1,61,6639,6639,25,19,10,313762.83,91,72,19,251358.72,0.7912087912087912,0.2087912087912088
2024-12-03,Sunny,13,6,19,0,0,1,66,6554,6554,26,19,13,333227.69,112,85,27,247728.6,0.7589285714285714,0.24107142857142858
2024-12-04,Sunny,11,7,18,0,0,0,0,6456,6456,28,18,10,450411.77999999997,141,98,43,306850.04,0.6950354609929078,0.3049645390070922
2024-12-05,Sunny,12,8,20,1,61,0,0,6454,6454,28,20,12,375841.14,111,63,48,216617.98,0.5675675675675675,0.43243243243243246
2024-12-06,Sunny,11,8,19,0,0,1,63,6379,6379,30,19,11,348481.74,104,75,29,248482.34,0.7211538461538461,0.27884615384615385
2024-12-07,Sunny,3,10,13,0,0,1,61,6365,6365,30,13,4,95609.18,24,14,10,52008.82,0.5833333333333334,0.4166666666666667
2024-12-08,Sunny,1,8,9,2,123,1,60,6473,6473,30,9,2,72796.78,19,15,4,57335.94,0.7894736842105263,0.21052631578947367
2024-12-09,Sunny,13,6,19,2,122,1,62,6514,6514,30,19,11,350211.75,112,81,31,234282.4,0.7232142857142857,0.2767857142857143
2024-12-10,Sunny,13,6,19,2,121,0,0,6545,6545,31,19,12,400607.67,130,90,40,271481.15,0.6923076923076923,0.3076923076923077
2024-12-11,Sunny,12,6,18,5,308,1,60,6776,6776,28,18,11,303528.09,98,77,21,232729.37,0.7857142857142857,0.21428571428571427
2024-12-12,Sunny,13,6,19,0,0,1,61,6697,6697,28,19,12,313701.36,100,79,21,245242.72,0.79,0.21
2024-12-13,Sunny,11,8,19,1,60,1,60,6681,6681,28,19,12,367974.13,121,76,45,226624.53,0.628099173553719,0.371900826446281
2024-12-14,Sunny,3,9,12,1,60,0,0,6707,6707,28,12,3,122518.92,38,34,4,104822.92,0.8947368421052632,0.10526315789473684
2024-12-15,Sunny,1,9,10,1,61,0,0,6756,6756,27,10,2,67266.45,16,12,4,51929.4,0.75,0.25
2024-12-16,Sunny,13,6,19,4,246,1,64,6921,6921,24,19,11,398884.28,122,81,41,264542.61,0.6639344262295082,0.3360655737704918
2024-12-17,Sunny,12,5,17,2,122,0,0,6958,6958,22,17,11,345490.2,113,85,28,261567.18,0.7522123893805309,0.24778761061946902
2024-12-18,Sunny,14,5,19,2,122,5,302,6986,6986,21,19,12,394015.54000000004,129,94,35,280419.9,0.7286821705426356,0.2713178294573643
2024-12-19,Sunny,12,6,18,1,62,2,120,6963,6963,22,18,11,339553.04,111,85,26,258460.54,0.7657657657657657,0.23423423423423423
2024-12-20,Sunny,12,8,20,0,0,4,242,6874,6874,22,20,11,366387.86,120,89,31,274513.28,0.7416666666666667,0.25833333333333336
2024-12-21,Sunny,4,10,14,1,60,3,182,6894,6894,23,14,5,183641.95,54,40,14,138525.87,0.7407407407407407,0.25925925925925924
2024-12-22,Sunny,1,8,9,4,243,2,122,7116,7116,22,9,2,94572.32,23,21,2,85074.32,0.9130434782608695,0.08695652173913043
2024-12-23,Sunny,13,6,19,3,184,4,247,7181,7181,20,19,13,420887.41,144,119,25,355668.82,0.8263888888888888,0.1736111111111111
2024-12-24,Sunny,14,6,20,0,0,1,60,7092,7092,20,20,14,374902.09,119,89,30,275218.87,0.7478991596638656,0.25210084033613445
2024-12-25,Sunny,12,7,19,1,62,1,61,7090,7090,19,19,12,275351.08,85,64,21,211044.78,0.7529411764705882,0.24705882352941178
2024-12-26,Sunny,12,6,18,2,120,0,0,7134,7134,19,18,13,344672.92,108,76,32,250921.93,0.7037037037037037,0.2962962962962963
2024-12-27,Sunny,11,7,18,0,0,2,121,7021,7021,20,18,11,411980.3,135,113,22,330898.81,0.837037037037037,0.16296296296296298
2024-12-28,Sunny,4,9,13,0,0,2,125,6983,6983,20,13,5,168322.1,50,38,12,126789.54,0.76,0.24
2024-12-29,Sunny,1,8,9,2,120,0,0,7089,7089,20,9,2,70665.8,17,14,3,57123.450000000004,0.8235294117647058,0.17647058823529413
2024-12-30,Sunny,12,6,18,2,122,1,60,7124,7124,21,18,11,332992.13,107,87,20,271086.93,0.8130841121495327,0.18691588785046728
2024-12-31,Sunny,15,6,21,1,60,0,0,7116,7116,22,21,14,336572.24,111,68,43,212994.57,0.6126126126126126,0.38738738738738737
2025-01-01,Sunny,13,6,19,1,62,0,0,7090,7090,22,19,10,357657.59,119,88,31,268788.39,0.7394957983193278,0.2605042016806723
2025-01-02,Sunny,10,5,15,0,0,0,0,7010,7010,23,15,10,322782.28,111,80,31,233061.95,0.7207207207207207,0.27927927927927926
2025-01-03,Sunny,9,7,16,0,0,0,0,6932,6932,24,16,8,302679.55,92,78,14,258085.59,0.8478260869565217,0.15217391304347827
2025-01-04,Sunny,3,8,11,1,60,0,0,6966,6966,24,11,4,131685.26,35,26,9,100311.81,0.7428571428571429,0.2571428571428571
2025-01-05,Sunny,1,8,9,3,182,3,182,7133,7133,22,9,2,74621.62,19,15,4,56609.2,0.7894736842105263,0.21052631578947367
2025-01-06,Sunny,12,6,18,2,125,0,0,7181,7181,21,18,12,323699.41000000003,97,77,20,259256.91,0.7938144329896907,0.20618556701030927
2025-01-07,Sunny,12,5,17,2,121,3,183,7231,7231,20,17,11,288284.54,92,71,21,223841.57,0.7717391304347826,0.22826086956521738
2025-01-08,Sunny,11,5,16,2,122,0,0,7260,7260,20,16,9,350819.92,118,93,25,273707.47000000003,0.788135593220339,0.211864406779661
2025-01-09,Sunny,12,6,18,2,121,1,63,7283,7283,19,18,11,392595.02,122,98,24,315036.12,0.8032786885245902,0.19672131147540983
2025-01-10,Sunny,10,7,17,0,0,0,0,7212,7212,19,17,10,302645.43,93,71,22,228924.51,0.7634408602150538,0.23655913978494625
2025-01-11,Sunny,3,8,11,1,60,0,0,7252,7252,21,11,4,123692.5,33,20,13,75689.32,0.6060606060606061,0.3939393939393939
2025-01-12,Sunny,1,7,8,1,64,0,0,7304,7304,20,8,2,47107.520000000004,12,12,0,47107.520000000004,1.0,0.0
2025-01-13,Sunny,13,6,19,3,184,4,242,7368,7368,19,19,12,473804.58,159,120,39,348952.7,0.7547169811320755,0.24528301886792453
2025-01-14,Sunny,13,5,18,0,0,4,246,7262,7262,19,18,13,353168.93,121,106,15,304708.17,0.8760330578512396,0.12396694214876033
2025-01-15,Sunny,12,6,18,1,61,2,125,7232,7232,18,18,11,361801.24,114,91,23,284990.42,0.7982456140350878,0.20175438596491227
2025-01-16,Sunny,12,6,18,4,246,6,369,7373,7373,15,18,11,396774.86,119,105,14,349507.88,0.8823529411764706,0.11764705882352941
2025-01-17,Sunny,9,7,16,0,0,2,122,7314,7314,15,16,9,234419.36000000002,72,59,13,200783.4,0.8194444444444444,0.18055555555555555
2025-01-18,Sunny,3,7,10,0,0,0,0,7289,7289,15,10,4,118197.34,35,25,10,87851.78,0.7142857142857143,0.2857142857142857
2025-01-19,Sunny,1,8,9,0,0,0,0,7273,7273,15,9,2,67417.18,19,16,3,57967.8,0.8421052631578947,0.15789473684210525
2025-01-20,Sunny,10,6,16,1,63,2,122,7247,7247,15,16,9,332884.17,104,89,15,288501.16000000003,0.8557692307692307,0.14423076923076922
2025-01-21,Sunny,13,6,19,1,60,1,60,7210,7210,18,19,11,366473.08,117,97,20,303405.69,0.8290598290598291,0.17094017094017094
2025-01-22,Sunny,11,5,16,0,0,1,61,7121,7121,19,16,10,389236.9,116,89,27,305926.66,0.7672413793103449,0.23275862068965517
2025-01-23,Sunny,9,6,15,2,123,1,60,7180,7180,18,15,8,253182.8,77,64,13,212179.95,0.8311688311688312,0.16883116883116883
2025-01-24,Sunny,10,7,17,2,127,3,183,7252,7252,19,17,9,222547.66,69,55,14,177171.93,0.7971014492753623,0.2028985507246377
2025-01-25,Sunny,3,9,12,0,0,0,0,7229,7229,19,12,4,132895.38,38,23,15,87401.47,0.6052631578947368,0.39473684210526316
2025-01-26,Sunny,1,8,9,1,61,1,62,7279,7279,19,9,2,55233.4,13,11,2,44435.4,0.8461538461538461,0.15384615384615385
2025-01-27,Sunny,12,5,17,2,126,2,122,7286,7286,20,17,12,392790.61,127,119,8,368247.56,0.937007874015748,0.06299212598425197
2025-01-28,Sunny,11,4,15,0,0,0,0,7235,7235,20,15,9,254876.89,81,51,30,162208.77,0.6296296296296297,0.37037037037037035
2025-01-29,Sunny,12,5,17,0,0,2,122,7148,7148,20,17,10,360252.47000000003,112,87,25,280421.53,0.7767857142857143,0.22321428571428573
2025-01-30,Sunny,13,6,19,1,63,3,181,7126,7126,20,19,13,334832.89,108,85,23,268425.96,0.7870370370370371,0.21296296296296297
2025-01-31,Sunny,10,6,16,1,61,3,183,7111,7111,19,16,11,264349.79,85,76,9,236539.76,0.8941176470588236,0.10588235294117647
2025-02-01,Sunny,4,9,13,1,60,2,122,7121,7121,19,13,5,191717.5,61,50,11,154253.08000000002,0.819672131147541,0.18032786885245902
2025-02-02,Sunny,1,9,10,0,0,1,60,7102,7102,19,10,2,82751.18,21,19,2,76304.42,0.9047619047619048,0.09523809523809523
2025-02-03,Sunny,14,7,21,0,0,2,123,6999,6999,23,21,13,396223.36,133,103,30,302684.5,0.7744360902255639,0.22556390977443608
2025-02-04,Sunny,14,6,20,1,60,2,123,6968,6968,23,20,14,366937.39,114,91,23,288983.86,0.7982456140350878,0.20175438596491227
2025-02-05,Sunny,14,7,21,1,61,1,63,6902,6902,25,21,14,551292.13,167,127,40,438002.83,0.7604790419161677,0.23952095808383234
2025-02-06,Sunny,12,8,20,0,0,2,121,6788,6788,26,20,10,506769.54000000004,147,114,33,392088.89,0.7755102040816326,0.22448979591836735
2025-02-07,Sunny,13,7,20,1,60,1,61,6763,6763,28,20,12,328439.66,99,85,14,286809.43,0.8585858585858586,0.1414141414141414
2025-02-08,Sunny,4,11,15,0,0,1,60,6725,6725,30,15,5,196756.68,59,38,21,122975.07,0.6440677966101694,0.3559322033898305
2025-02-09,Sunny,1,9,10,1,64,0,0,6775,6775,29,10,2,74469.84,15,14,1,69270.84,0.9333333333333333,0.06666666666666667
2025-02-10,Sunny,15,6,21,0,0,1,61,6672,6672,30,21,14,418050.2,136,103,33,314171.5,0.7573529411764706,0.2426470588235294
2025-02-11,Sunny,16,6,22,5,302,1,62,6883,6883,29,22,15,373933.26,118,91,27,288837.84,0.7711864406779662,0.2288135593220339
2025-02-12,Sunny,14,7,21,2,120,2,123,6900,6900,28,21,9,390224.72,129,103,26,314086.88,0.7984496124031008,0.20155038759689922
2025-02-13,Sunny,14,7,21,4,242,2,121,7045,7045,28,21,12,406846.17,128,97,31,307124.38,0.7578125,0.2421875
2025-02-14,Sunny,10,7,17,3,182,1,60,7159,7159,26,17,10,328285.49,100,68,32,220233.06,0.68,0.32
2025-02-15,Sunny,4,10,14,2,122,0,0,7244,7244,24,14,5,156658.29,45,37,8,126462.16,0.8222222222222222,0.17777777777777778
2025-02-16,Sunny,1,9,10,4,247,0,0,7481,7481,21,10,2,66669.36,18,10,8,38758.42,0.5555555555555556,0.4444444444444444
2025-02-17,Sunny,15,6,21,0,0,1,60,7367,7367,22,21,12,407481.64,143,114,29,328069.1,0.7972027972027972,0.20279720279720279
2025-02-18,Sunny,14,6,20,1,61,0,0,7307,7307,24,20,14,442710.36,143,121,22,378722.58,0.8461538461538461,0.15384615384615385
2025-02-19,Sunny,14,6,20,0,0,1,60,7216,7216,28,20,12,410821.21,125,91,34,306740.6,0.728,0.272
2025-02-20,Sunny,14,7,21,2,121,0,0,7219,7219,31,21,13,504152.66,166,118,48,363333.75,0.7108433734939759,0.2891566265060241
2025-02-21,Sunny,12,8,20,2,125,1,62,7256,7256,31,20,12,426074.01,128,88,40,297469.22,0.6875,0.3125
2025-02-22,Sunny,4,11,15,0,0,0,0,7218,7218,31,15,5,157567.24,48,38,10,123655.88,0.7916666666666666,0.20833333333333334
2025-02-23,Sunny,1,9,10,1,60,0,0,7269,7269,31,10,2,70865.8,17,9,8,40791.7,0.5294117647058824,0.47058823529411764
2025-02-24,Sunny,14,7,21,0,0,1,63,7183,7183,31,21,13,427906.05,122,86,36,310284.51,0.7049180327868853,0.29508196721311475
2025-02-25,Sunny,16,5,21,0,0,3,187,7104,7104,32,21,14,423591.51,134,79,55,249170.58000000002,0.5895522388059702,0.41044776119402987
2025-02-26,Sunny,15,7,22,0,0,1,63,7004,7004,34,22,14,512583.83,147,100,47,351788.37,0.6802721088435374,0.3197278911564626
2025-02-27,Sunny,11,7,18,1,62,2,121,6995,6995,35,18,9,308459.58,100,71,29,218632.05000000002,0.71,0.29
2025-02-28,Sunny,14,7,21,0,0,2,121,6917,6917,36,21,11,421927.36,135,78,57,246009.09,0.5777777777777777,0.4222222222222222
2025-03-01,Sunny,5,12,17,3,182,0,0,7067,7067,34,17,6,200680.44,55,32,23,122452.36,0.5818181818181818,0.41818181818181815
2025-03-02,Sunny,2,12,14,0,0,0,0,7053,7053,34,14,3,109092.7,27,14,13,52410.66,0.5185185185185185,0.48148148148148145
2025-03-03,Sunny,17,8,25,3,183,0,0,7135,7135,31,25,13,550311.86,160,101,59,354496.07,0.63125,0.36875
2025-03-04,Sunny,21,8,29,0,0,4,240,7004,7004,32,29,15,702493.91,223,131,92,412022.89,0.5874439461883408,0.4125560538116592
2025-03-05,Sunny,21,9,30,1,63,6,371,6941,6941,34,30,16,604054.85,194,126,68,385648.49,0.6494845360824743,0.35051546391752575
2025-03-06,Sunny,16,10,26,0,0,1,62,6854,6854,35,26,14,470804.74,144,87,57,283176.21,0.6041666666666666,0.3958333333333333
