sales_order_id,order_date,customer_id,customer_name,sales_channel,order_status,payment_terms,warehouse,order_total
SO104770,2022-06-27,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104771,2022-06-27,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO104772,2022-06-27,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,9198.0
SO104773,2022-06-27,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104774,2022-06-27,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7298.0
SO104775,2022-06-27,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO104776,2022-06-27,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104777,2022-06-27,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO104778,2022-06-27,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,12698.0
SO104779,2022-06-27,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6798.0
SO104780,2022-06-27,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO104781,2022-06-28,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,39895.88
SO104782,2022-06-28,C0028,Windy City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,23005.45
SO104783,2022-06-28,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,19250.78
SO104784,2022-06-28,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,46275.88
SO104785,2022-06-28,C0007,Red Rock Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,30154.8
SO104786,2022-06-28,C0034,Green Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,17604.28
SO104787,2022-06-28,C0034,Green Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,35828.56
SO104788,2022-06-28,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,15309.68
SO104789,2022-06-28,C0034,Green Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,20578.42
SO104790,2022-06-28,C0020,Alpine Ride Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,24544.56
SO104791,2022-06-28,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,44128.14
SO104792,2022-06-28,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,25283.36
SO104793,2022-06-28,C0006,Tucson Trail Works,Dealer,Booked,Net 30,Phoenix Distribution Center,12149.52
SO104794,2022-06-28,C0030,Blue Ridge Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,29506.42
SO104795,2022-06-28,C0009,Las Cruces Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,31324.15
SO104796,2022-06-28,C0034,Green Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,6942.14
SO104797,2022-06-28,C0003,Cactus Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,44691.46
SO104798,2022-06-28,C0003,Cactus Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,20331.66
SO104799,2022-06-28,C0025,Lakeshore Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,21323.04
SO104800,2022-06-28,C0030,Blue Ridge Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,33225.8
SO104801,2022-06-28,C0027,Prairie Trail Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,16301.66
SO104802,2022-06-28,C0020,Alpine Ride Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,14318.28
SO104803,2022-06-28,C0017,Bay Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,58641.46
SO104804,2022-06-28,C0020,Alpine Ride Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,14317.66
SO104805,2022-06-28,C0025,Lakeshore Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,29193.94
SO104806,2022-06-28,C0005,Mesa Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,6888.05
SO104807,2022-06-28,C0020,Alpine Ride Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,9917.52
SO104808,2022-06-28,C0028,Windy City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,5978.7
SO104809,2022-06-28,C0006,Tucson Trail Works,Dealer,Booked,Net 30,Phoenix Distribution Center,33225.18
SO104810,2022-06-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO104811,2022-06-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO104812,2022-06-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO104813,2022-06-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO104814,2022-06-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104815,2022-06-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,12698.0
SO104816,2022-06-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104817,2022-06-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO104818,2022-06-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO104819,2022-06-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104820,2022-06-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,8498.0
SO104821,2022-06-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO104822,2022-06-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO104823,2022-06-29,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,19832.52
SO104824,2022-06-29,C0015,Sierra Cycle Works,Dealer,Booked,Net 30,Phoenix Distribution Center,24671.04
SO104825,2022-06-29,C0004,Sonoran Bike Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,11530.14
SO104826,2022-06-29,C0016,Coastal Gravel Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,49906.35
SO104827,2022-06-29,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,35721.62
SO104828,2022-06-29,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,53000.98
SO104829,2022-06-29,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,6030.84
SO104830,2022-06-29,C0020,Alpine Ride Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,19029.04
SO104831,2022-06-29,C0014,Redwood Ride Shop,Dealer,Booked,Net 30,Phoenix Distribution Center,14752.9
SO104832,2022-06-29,C0027,Prairie Trail Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,16116.9
SO104833,2022-06-29,C0014,Redwood Ride Shop,Dealer,Booked,Net 30,Phoenix Distribution Center,15434.9
SO104834,2022-06-29,C0019,Front Range Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,43328.7
SO104835,2022-06-29,C0019,Front Range Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,11405.52
SO104836,2022-06-29,C0022,Wasatch Wheel Works,Dealer,Booked,Net 30,Phoenix Distribution Center,10599.52
SO104837,2022-06-29,C0019,Front Range Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,22067.66
SO104838,2022-06-29,C0032,Southern Singletrack,Dealer,Booked,Net 30,Phoenix Distribution Center,17546.75
SO104839,2022-06-29,C0025,Lakeshore Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,39546.7
SO104840,2022-06-29,C0027,Prairie Trail Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,16240.9
SO104841,2022-06-29,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,35373.62
SO104842,2022-06-29,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,51206.46
SO104843,2022-06-29,C0029,River Bend Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,27684.15
SO104844,2022-06-29,C0034,Green Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,30622.42
SO104845,2022-06-29,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,20178.78
SO104846,2022-06-29,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,33401.62
SO104847,2022-06-29,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,60813.32
SO104848,2022-06-29,C0022,Wasatch Wheel Works,Dealer,Booked,Net 30,Phoenix Distribution Center,12397.52
SO104849,2022-06-29,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,90816.98
SO104850,2022-06-29,C0004,Sonoran Bike Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,22563.66
SO104851,2022-06-29,C0020,Alpine Ride Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,24978.56
SO104852,2022-06-29,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO104853,2022-06-29,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO104854,2022-06-29,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104855,2022-06-29,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104856,2022-06-29,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO104857,2022-06-29,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO104858,2022-06-29,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6998.0
SO104859,2022-06-29,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104860,2022-06-29,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,9198.0
SO104861,2022-06-29,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,10998.0
SO104862,2022-06-29,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO104863,2022-06-30,C0036,Pine Tree Bicycles,Dealer,Booked,Net 30,Phoenix Distribution Center,11112.4
SO104864,2022-06-30,C0016,Coastal Gravel Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,38017.85
SO104865,2022-06-30,C0021,Rocky Peak Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,34053.5
SO104866,2022-06-30,C0012,Rain City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,26254.8
SO104867,2022-06-30,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,42507.04
SO104868,2022-06-30,C0011,Cascade Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,51449.46
SO104869,2022-06-30,C0011,Cascade Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,22191.66
SO104870,2022-06-30,C0023,Bozeman Bike Works,Dealer,Booked,Net 30,Phoenix Distribution Center,34313.5
SO104871,2022-06-30,C0006,Tucson Trail Works,Dealer,Booked,Net 30,Phoenix Distribution Center,19340.28
SO104872,2022-06-30,C0023,Bozeman Bike Works,Dealer,Booked,Net 30,Phoenix Distribution Center,20146.75
SO104873,2022-06-30,C0034,Green Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,18533.04
SO104874,2022-06-30,C0020,Alpine Ride Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,12272.28
SO104875,2022-06-30,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,28065.62
SO104876,2022-06-30,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,18728.78
SO104877,2022-06-30,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,15423.94
SO104878,2022-06-30,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,42215.88
SO104879,2022-06-30,C0028,Windy City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,34506.55
SO104880,2022-06-30,C0030,Blue Ridge Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,15620.9
SO104881,2022-06-30,C0032,Southern Singletrack,Dealer,Booked,Net 30,Phoenix Distribution Center,8903.05
SO104882,2022-06-30,C0027,Prairie Trail Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,17108.28
SO104883,2022-06-30,C0004,Sonoran Bike Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,18347.66
SO104884,2022-06-30,C0034,Green Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,23802.42
SO104885,2022-06-30,C0004,Sonoran Bike Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,42400.56
SO104886,2022-06-30,C0017,Bay Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,24671.04
SO104887,2022-06-30,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,14960.52
SO104888,2022-06-30,C0034,Green Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,15930.28
SO104889,2022-06-30,C0014,Redwood Ride Shop,Dealer,Booked,Net 30,Phoenix Distribution Center,14256.9
SO104890,2022-06-30,C0011,Cascade Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,44383.94
SO104891,2022-06-30,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO104892,2022-06-30,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,14997.0
SO104893,2022-06-30,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO104894,2022-06-30,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,10398.0
SO104895,2022-06-30,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO104896,2022-06-30,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO104897,2022-06-30,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104898,2022-06-30,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO104899,2022-06-30,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104900,2022-06-30,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO104901,2022-06-30,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO104902,2022-06-30,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO104903,2022-06-30,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104904,2022-06-30,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104905,2022-07-01,C0022,Wasatch Wheel Works,Dealer,Booked,Net 30,Phoenix Distribution Center,14628.9
SO104906,2022-07-01,C0023,Bozeman Bike Works,Dealer,Booked,Net 30,Phoenix Distribution Center,39643.5
SO104907,2022-07-01,C0012,Rain City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,43021.55
SO104908,2022-07-01,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,24180.2
SO104909,2022-07-01,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,28182.78
SO104910,2022-07-01,C0025,Lakeshore Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,12272.9
SO104911,2022-07-01,C0033,Appalachian Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,23555.04
SO104912,2022-07-01,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,18325.1
SO104913,2022-07-01,C0022,Wasatch Wheel Works,Dealer,Booked,Net 30,Phoenix Distribution Center,45746.7
SO104914,2022-07-01,C0015,Sierra Cycle Works,Dealer,Booked,Net 30,Phoenix Distribution Center,27831.8
SO104915,2022-07-01,C0033,Appalachian Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,19897.66
SO104916,2022-07-01,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,13510.52
SO104917,2022-07-01,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,17396.52
SO104918,2022-07-01,C0011,Cascade Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,33969.18
SO104919,2022-07-01,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,41232.2
SO104920,2022-07-01,C0034,Green Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,20578.42
SO104921,2022-07-01,C0020,Alpine Ride Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,13140.28
SO104922,2022-07-01,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,23427.94
SO104923,2022-07-01,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,24469.62
SO104924,2022-07-01,C0033,Appalachian Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,47358.08
SO104925,2022-07-01,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104926,2022-07-01,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO104927,2022-07-01,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO104928,2022-07-01,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104929,2022-07-01,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104930,2022-07-01,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO104931,2022-07-01,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,12698.0
SO104932,2022-07-01,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO104933,2022-07-01,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO104934,2022-07-01,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104935,2022-07-01,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO104936,2022-07-01,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO104937,2022-07-01,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO104938,2022-07-01,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO104939,2022-07-01,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO104940,2022-07-02,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,43723.88
SO104941,2022-07-02,C0020,Alpine Ride Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,23305.18
SO104942,2022-07-02,C0005,Mesa Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,8318.05
SO104943,2022-07-02,C0022,Wasatch Wheel Works,Dealer,Booked,Net 30,Phoenix Distribution Center,20703.66
SO104944,2022-07-02,C0006,Tucson Trail Works,Dealer,Booked,Net 30,Phoenix Distribution Center,46739.32
SO104945,2022-07-02,C0034,Green Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,16797.66
SO104946,2022-07-02,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO104947,2022-07-02,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,14397.0
SO104948,2022-07-02,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO104949,2022-07-02,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO104950,2022-07-02,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO104951,2022-07-02,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO104952,2022-07-02,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO104953,2022-07-02,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO104954,2022-07-02,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104955,2022-07-02,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO104956,2022-07-02,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104957,2022-07-02,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO104958,2022-07-02,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,8498.0
SO104959,2022-07-02,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO104960,2022-07-02,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO104961,2022-07-02,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO104962,2022-07-02,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,9198.0
SO104963,2022-07-03,C0011,Cascade Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,17975.04
SO104964,2022-07-03,C0011,Cascade Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,20331.66
SO104965,2022-07-03,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
